SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
378076,A2MS1GQLGAX9FZ,3SNVL38CI524WMOZFYZ4I1F9CDTCKE,4009,8/3/22 20:54,8/3/22 22:01,Approved,7,5,1.01,20459,,,,
378076,A3FT3XPTOWHJMY,3MTMREQS4WS7Y7LIKYMG0HJGZHGWAR,5339,8/3/22 20:53,8/3/22 22:22,Approved,7,5,1.01,74050,,Female,100.00%,
378076,AMJAZPJBO936R,3WI0P0II6220OI785E3C3JJ5S53RDQ,4147,8/3/22 21:14,8/3/22 22:23,Approved,7,5,1.01,95830,,Female,100.00%,
378076,A1NKBIJQGT0712,3DY46V3X3QSGFIUHT18Q26QHN6C55E,7962,8/3/22 20:54,8/3/22 23:07,Approved,7,5,1.01,56085,,Male,100.00%,
378076,A12VDN3TJJCAQQ,3WRFBPLXRBYHRSDJJIGJHQSJ0VL3NC,8303,8/3/22 20:54,8/3/22 23:13,Approved,7,5,1.01,79795,,Male,100.00%,
378076,AWTGJ45ZWUCHH,3YGXWBAF71RJIKZWU6COBKQDFRH4CU,5141,8/3/22 22:08,8/3/22 23:34,Approved,7,5,1.01,19483,,Female,100.00%,
378076,A2FHJCRBRP7VH4,3LRLIPTPERJG37R1VK3DC6PLCA8AKA,10680,8/3/22 20:54,8/3/22 23:52,Approved,7,5,1.01,15137,,Female,100.00%,
378076,A1JVO7FLPATHUB,3D4CH1LGEB3XW2LDDN4YIJM8ZC9G90,2440,8/3/22 23:54,8/4/22 00:35,Approved,7,5,1.01,40091,,Male,100.00%,
378076,A2MUOD1JHWJ735,3UNH76FOCTFCPDP7W2U9U5ZW475YME,5412,8/3/22 23:54,8/4/22 01:24,Approved,7,5,1.01,96957,,Female,100.00%,
378076,A2TLN8489YGY81,3BXQMRHWK08V8452M1XKRKTJ8J4UMM,4409,8/4/22 00:45,8/4/22 01:58,Approved,7,5,1.01,33610,,Male,100.00%,
378076,A2VZBQLSFZC519,3AAPLD8UCDRUGDP2VZRXUJZL8JZTHM,5565,8/4/22 00:50,8/4/22 02:23,Approved,7,5,1.01,39974,,Female,100.00%,
378076,A37XBH865833FE,31T4R4OBOTQG17HFW4AVEWAN6VA7CO,3718,8/4/22 01:21,8/4/22 02:23,Approved,7,5,1.01,17533,,Male,100.00%,
378076,A2GVTP4DBFQTR8,3XCC1ODXDMLUDRBDA09W3IQ4BKNRQQ,7119,8/4/22 01:17,8/4/22 03:16,Approved,7,5,1.01,53873,,,,
378076,A2866TYG0D96LM,3LS2AMNW5G0RGEJXI8SS9NLZ0Z4QOL,8425,8/4/22 03:09,8/4/22 05:30,Approved,7,5,1.01,69238,,,,
378076,A1T6QVMIXF74FF,35L9RVQFCPS9GQ4RV4H7ZFLNRYWUH6,10188,8/4/22 06:12,8/4/22 09:02,Approved,7,3.7,1.01,85570,,Female,100.00%,
378272,A2DK91OGZLWQ62,3TMFV4NEP9OTFJS3N0224QDL96G8WP,2488,8/5/22 12:20,8/5/22 13:02,Approved,7,2.92,,28333,,,,
378272,A3E0KCSL8EAHZ3,3QY5DC2MXSUP2UDL0ET7WU9ABUIFUE,2406,8/5/22 12:26,8/5/22 13:06,Approved,7,4.28,,35714,,Female,100.00%,
378272,A2L8BI5CRPR5WP,3B1NLC6UG06IOP1KUC0V49MN4SPPGQ,2791,8/5/22 12:20,8/5/22 13:06,Approved,7,2.64,,27128,,Male,75.00%,
378272,AS96TX65Z2TB4,3SEPORI8WO9BS2QNVL6NZLDYGWKAZL,2569,8/5/22 12:24,8/5/22 13:07,Approved,7,3.93,,61872,,Female,100.00%,
378272,A22NKZMWCO24TN,39ASUFLU6YHPDK7KA8KOYJNETBKEXN,2814,8/5/22 12:22,8/5/22 13:09,Approved,7,5,,,,Male,100.00%,
378272,A2HQQOS5KTIJG8,3QFUFYSY9ZPQLWJ6L82PJQBGCHUF4R,2863,8/5/22 12:23,8/5/22 13:10,Approved,7,3.52,,12286,,Male,100.00%,
378272,A3V16ZZMTM0OLM,3137ONMDKHFERYCULYKKAXNJQLOEGV,2969,8/5/22 12:21,8/5/22 13:11,Approved,7,2.9,,93985,,Male,100.00%,
378272,A1WI88CH4BTDDR,3CN4LGXD5YYWLN01QYUD8BIWISK4YD,2816,8/5/22 12:24,8/5/22 13:11,Approved,7,3.31,,94522,,Male,100.00%,
378272,A1TJWXTR1YAJPH,3DHE4R9OCXLMWI0ESEPJ8WEUTIY2GH,3017,8/5/22 12:22,8/5/22 13:12,Approved,7,5,,90694,,Female,100.00%,
378272,A2D28BVEFUUTMO,3MRNMEIQW6GPLKCV0U6GH7A6MQ9DL7,2971,8/5/22 12:24,8/5/22 13:14,Approved,7,2.37,,47309,,Male,100.00%,
378272,AGLALSJB6LVQV,3X73LLYYQ2OWL0KIY35LLKTTJD2HNM,3103,8/5/22 12:23,8/5/22 13:15,Approved,7,2.73,,17857,,Female,100.00%,
378272,A3SMOU11PC1TE2,3OSWBBLG1F7KLETKED94S15TTZJDXT,3037,8/5/22 12:24,8/5/22 13:15,Approved,7,4.44,,88731,,,,
378272,A1KUV27T2EOJJH,3S3AMIZX3VFWIGIPNHDHEOKJSHWDCS,2657,8/5/22 12:31,8/5/22 13:16,Approved,7,3.85,,24697,,Female,100.00%,
378272,A2C7VPGUGY5RAE,3OLF68YTNAB5NLZNU9CGWTXG4RQFA2,3144,8/5/22 12:23,8/5/22 13:16,Approved,7,2.87,,49985,,Male,100.00%,
378272,A15R4L3EO5EAI9,36TFCYNS45K1XUYM09SUJMKRLRDXHN,2389,8/5/22 12:39,8/5/22 13:19,Approved,7,3.08,,90626,,Female,100.00%,
378272,AEZAQAXBFXYAT,3R0T90IZ1TMZU0SGP7EPK9NG59DCG2,2631,8/5/22 12:38,8/5/22 13:22,Approved,7,5,,,,Female,100.00%,
378272,AH5HMXXK35KZV,3A7Y0R2P2PYXO0TCO9VFVZ06YJGJXD,3718,8/5/22 12:22,8/5/22 13:24,Approved,7,4.07,,11058,,,,
378272,AU6X92Y30ALJY,326O153BMJ8BFE23J8JC4CKMDTBEDO,2544,8/5/22 12:42,8/5/22 13:24,Approved,7,4.28,,49348,,Female,100.00%,
378272,A2ENGQJ6CBQSUP,3G0WWMR1UWU9YTJLHTSFUYLUA0ZNQP,3238,8/5/22 12:31,8/5/22 13:25,Approved,7,2.46,,27397,,Male,100.00%,
378272,A1RKGN3VY39TM1,31Z0PCVWULPXNOJQIQ5L36ARUSS7TB,3808,8/5/22 12:22,8/5/22 13:25,Approved,7,3.78,,81090,,Female,100.00%,
378272,A3191G66DZEGEB,3IAS3U3I0GQQ51S3CSX57LNXD582B2,2973,8/5/22 12:36,8/5/22 13:26,Approved,7,3.26,,90005,,,,
378272,A3SV9CZHO17RIJ,374TNBHA8C53ASNZOV1QBEJ1EK3QYI,3043,8/5/22 12:36,8/5/22 13:26,Approved,7,3.56,,56422,,Male,100.00%,
378272,A2Q0D3TOREOIQ8,3N2BF7Y2VR4Q3IZIM2QL854TENTHMN,3573,8/5/22 12:27,8/5/22 13:27,Approved,7,2.6,,48709,,Male,100.00%,
378272,A1UFA05TH23J4J,39ASUFLU6YHPDK7KA8KOYJNETBNEXQ,2979,8/5/22 12:42,8/5/22 13:32,Approved,7,3.01,,69931,,,,
378272,A2IIIRZ1UMOND,3LYA37P8IRXLMHWT1Y397H9RU5VBKY,2752,8/5/22 12:47,8/5/22 13:33,Approved,7,3.7,,11146,,Female,100.00%,
378272,A1Y7SUOJIVLR4E,3NPI0JQDAPFMTUNQECZ23S1CUMZPT1,3700,8/5/22 12:32,8/5/22 13:34,Approved,7,5,,65437,,Female,100.00%,
378272,AXTDEGFFQ0ZE7,3JV9LGBJWUO03PPJFCNGF9HXUNXGO4,2949,8/5/22 12:46,8/5/22 13:35,Approved,7,2.39,,32878,,,,
378272,A3H8HS730SRYAU,3Z7VU45IPZRFYEDNZ2DUOKKVC2I1ZS,2660,8/5/22 12:51,8/5/22 13:36,Approved,7,2.73,,74680,,Female,100.00%,
378272,A3NB17SDAU615F,3R6BYFZZP8MHJY7G5J4UG18E5C2FX9,3092,8/5/22 12:45,8/5/22 13:36,Approved,7,5,,31974,,Female,100.00%,
378272,A1SJRFJWFXSDH4,33CUSNVVNOMIPIWLPXMWQAAZRZG88D,3073,8/5/22 12:45,8/5/22 13:37,Approved,7,2.47,,43324,,Female,100.00%,
378272,A1XDYW4D4B610Z,3G0WWMR1UWU9YTJLHTSFUYLUA01QNU,3125,8/5/22 12:47,8/5/22 13:39,Approved,7,2.69,,97277,,Female,100.00%,
378272,A3RGC0P0GID8KU,3CP1TO84PUBOGLBUBI6S4ZN539O253,2832,8/5/22 12:52,8/5/22 13:39,Approved,7,2.74,,92102,,,,
378272,A24W2GXL0ELDFB,3ZWFC4W1UVHXM2L4WKY2RJMQ4VHRFP,3050,8/5/22 12:49,8/5/22 13:40,Approved,7,2.64,,24857,,Female,100.00%,
378272,A2OYFHRMYZ6HKV,358010RM5F36FVT65Y9YYNB0T6QXVF,3202,8/5/22 12:47,8/5/22 13:40,Approved,7,3.8,,82907,,,,
378272,A2LAL3K512TI7E,36U2A8VAG29HZPP4BQHTFS7SFEDYK0,3057,8/5/22 12:49,8/5/22 13:40,Approved,7,3.41,,59898,,Female,100.00%,
378272,A24DS0DW1M1ROJ,3TMSXRD2X7AB4J8IOFTNPGQDV0E1W2,3101,8/5/22 12:51,8/5/22 13:43,Approved,7,2.36,,70203,,Female,100.00%,
378272,A23Z8G9ARHNM96,3MB8LZR5BG3XZQI5SBS3LK5W6ZBKLW,2682,8/5/22 12:59,8/5/22 13:44,Approved,7,4.17,,62359,,Female,100.00%,
378272,A2CS67AX8RPJUB,3LOTDFNYA892UY2QVE88EIU7WAVWFW,3816,8/5/22 12:41,8/5/22 13:45,Approved,7,3.13,,13216,,Female,100.00%,
378272,A193SP8INHA4MB,3MMN5BL1W0EB9ASJ7H1J4B3JVIBM3L,4309,8/5/22 12:34,8/5/22 13:45,Approved,7,4.03,,45880,,Male,100.00%,
378272,A1I0DV4B4MFQCL,3PH3VY7DJM78ZFTQWQ2FHAAP8FRWZM,3004,8/5/22 12:56,8/5/22 13:46,Approved,7,3.72,,13464,,Male,100.00%,
378272,ARD4G7288R1JO,32VNZTT0A8ENOMOFC32J0FPZF5B4RH,2611,8/5/22 13:05,8/5/22 13:49,Approved,7,3.66,,29884,,Male,100.00%,
378272,A222GZB608T1B8,3H7XDTSHKD188YYL6YEQW3UJXPTGWD,5415,8/5/22 12:21,8/5/22 13:51,Approved,7,2.56,,47944,,Female,100.00%,
378272,A1ZTXA0S1JAU7Y,3XXU1SWE8N5EQHKXRRTVTMACYP70AP,2705,8/5/22 13:07,8/5/22 13:52,Approved,7,4.34,,43113,,Female,100.00%,
378272,A5K108EWACHK5,33PPUNGG39F3RJC4XWS9UB28G08RZA,5248,8/5/22 12:25,8/5/22 13:53,Approved,7,2.58,,63865,,Male,100.00%,
378272,A16E38HXNQBLCU,3ZPPDN2SLW6ZCOPM7SEAIG1WM8Z9E5,2891,8/5/22 13:05,8/5/22 13:54,Approved,7,3.76,,85528,,,,
378272,A17PXVJLPXYCKR,30BXRYBRP57M8UTWQ4W8H36KCPCHWJ,2728,8/5/22 13:08,8/5/22 13:54,Approved,7,4.28,,76112,,Male,100.00%,
378272,ANHO7XT3KW3IY,3CFJTT4SXU07EA3FOE6HPZ8IJBG7IY,3785,8/5/22 12:54,8/5/22 13:57,Approved,7,4.18,,91759,,,,
378272,AQNFGHGPO5P8A,3L6L49WXW17YJZQHFWPGXEK3NNM544,3161,8/5/22 13:06,8/5/22 13:59,Approved,7,3.18,,16424,,Male,100.00%,
378272,AM65LGXJBTJ0I,3Q5C1WP23NBHR0TYSE6EZGD0B3615H,6415,8/5/22 12:20,8/5/22 14:07,Approved,7,4.04,,77689,,Male,100.00%,
378272,AUZ3YWTVBISNH,3ZAZR5XV02SZLHNLFZ2E5G3MGZ8ZCF,4559,8/5/22 12:52,8/5/22 14:08,Approved,7,5,,87259,,,,
378272,A2L18Q7871EONK,36PW28KO406DH7ZRZYSAEBCGSQGEAO,4074,8/5/22 13:01,8/5/22 14:09,Approved,7,4.34,,34344,,Female,100.00%,
378272,A28HB7240OFGEW,3L4PIM1GQUQ3MT2Z1AQQG4T6A69RYO,3955,8/5/22 13:05,8/5/22 14:11,Approved,7,2.87,,44491,,Male,100.00%,
378272,A3TMDO1DAG605W,38SKSKU7R276TVSHS87R84QJEVMLIM,4211,8/5/22 13:01,8/5/22 14:12,Approved,7,5,,,,Male,100.00%,
378272,A1CUDX7TTS2W61,3ZDAD0O1T2NR23PH039JX5NFWLITX3,2376,8/5/22 13:34,8/5/22 14:14,Approved,7,3.94,,48657,,,,
378272,AOHS348RVOF6D,3II4UPYCOKH0CHS8SZECYT90WW2QDF,4089,8/5/22 13:10,8/5/22 14:18,Approved,7,2.73,,48905,,Male,100.00%,
378272,AXH5KE6NMX92R,3C6FJU71TR3V2LUG54LVLFGQH5FUYX,3677,8/5/22 13:21,8/5/22 14:22,Approved,7,5,,25161,,Male,100.00%,
378272,A15MD1NCLTDM4G,3018Q3ZVOJ02QB4WL4CADIBZ7F6RAE,4770,8/5/22 13:03,8/5/22 14:23,Approved,7,2.92,,53186,,Female,100.00%,
378272,A2W8QHBWSI86PC,3U5NZHP4LSCWOLWVEIIDP9YOJSFHPU,2759,8/5/22 13:38,8/5/22 14:24,Approved,7,3.42,,89750,,Male,100.00%,
378272,A2JDUV4XMJSN55,3VELCLL3GLT9TXMNYQJNLS4D0XLF1F,7337,8/5/22 12:27,8/5/22 14:30,Approved,7,3.85,,81167,,Female,100.00%,
378272,A35XZRK8CZWYBN,3WMINLGALCDYK9FD37MFONCD7FFAC5,3102,8/5/22 13:52,8/5/22 14:43,Approved,7,5,,88921,,Female,100.00%,
378272,A3RJC9KTQ0U46B,30LB5CDZNDKFRPS53J9UAF1L7BQZ03,4055,8/5/22 13:54,8/5/22 15:02,Approved,7,3.26,,17466,,Male,100.00%,
378272,A19OEH9E8SNCD1,37WLF8U1WQ0FG5FY57M1W1NZG4KK6M,9102,8/5/22 12:43,8/5/22 15:15,Approved,7,3.43,,68181,,Female,100.00%,
378272,A1BIENE9M8DX6H,3FK0YFF9P0QEB6OB5J8GA2EFDVIVVA,10752,8/5/22 12:49,8/5/22 15:48,Approved,7,2.44,,65077,,Male,100.00%,
378272,A3A05FW2HAWPBM,3F1567XTNXFO9RFRGJ9ACXQA5BN9QH,9922,8/5/22 13:06,8/5/22 15:52,Approved,7,4.12,,66133,,Female,100.00%,
378272,A1P6LFEAY9MWAY,31LM9EDVOM2SC6F8M386XX98W5FJN2,8673,8/5/22 13:27,8/5/22 15:52,Approved,7,2.66,,70745,,,,
378272,A389LTO1Q8DAKN,3FK0YFF9P0QEB6OB5J8GA2EFDVKVVC,10443,8/5/22 13:01,8/5/22 15:56,Approved,7,3.67,,72112,,Male,100.00%,
378272,A1T9BJRS4IL8VQ,3VE8AYVF8N7R4X68XBS202RLE3XF85,9514,8/5/22 13:18,8/5/22 15:56,Approved,7,2.54,,67690,,Male,100.00%,
378272,A2TVUZ26RNXY4U,3R2UR8A0IBQBPBK94MNK3VHSXD1OXC,9026,8/5/22 13:34,8/5/22 16:04,Approved,7,2.6,,90041,,Male,100.00%,
378272,A39XRFXKGMDY1U,3X3OR7WPZ0AD4PG4JMV0VFW5BZDL8A,5400,8/5/22 14:45,8/5/22 16:15,Approved,7,3.14,,24764,,Female,100.00%,
378272,ADM95BAOPS7S7,3OE22WJIGJYMTJ3UEU418TDOIY8UQ8,3393,8/5/22 15:22,8/5/22 16:18,Approved,7,3.18,,99927,,Female,100.00%,
378272,A1B6B8EG4EJ3MO,3HL8HNGX46BRI2PI23YG0YMWYAVF9C,9932,8/5/22 14:07,8/5/22 16:52,Approved,7,4.57,,87718,,Male,100.00%,
378272,AMW808FJZ6E54,3GDTJDAPVVLXA7YPJYWFVSBUB458M1,4004,8/5/22 15:47,8/5/22 16:54,Approved,7,3.8,,37444,,,,
378272,A5BMKZRGHNSRT,3NXNZ5RS1B7E39ACKK04C69F0NQ79G,3581,8/5/22 15:54,8/5/22 16:54,Approved,7,3.06,,53258,,Female,100.00%,
378272,ARRZEIWU8NGNQ,3JBT3HLQF9CIF6WPK4OKPG2TFKLZPV,3382,8/5/22 16:01,8/5/22 16:58,Approved,7,2.22,,13441,,Male,100.00%,
378272,A39MO8EQO830XU,3R2UR8A0IBQBPBK94MNK3VHSXFTXOH,3479,8/5/22 16:06,8/5/22 17:04,Approved,7,3.4,,48769,,Female,100.00%,
378272,A36A780ODXBDEH,3WMINLGALCDYK9FD37MFONCD7F1ACR,8480,8/5/22 14:43,8/5/22 17:05,Approved,7,3.96,,70226,,Male,100.00%,
378272,AERUGBNS48Z4N,3483FV8BEFTKZPB8G1GXW515Z6V62N,4569,8/5/22 15:50,8/5/22 17:06,Approved,7,3.99,,79908,,Male,100.00%,
378272,A27EV0216FCLJW,3KOPY89HM9CL82MY4KOROJB2RQLJ3N,3354,8/5/22 16:16,8/5/22 17:12,Approved,7,2.35,,67857,,Male,100.00%,
378272,A80WPJSYIU9LT,3TPZPLC3M1MHUDPWZXTBLFXE0PVP3X,2556,8/5/22 16:31,8/5/22 17:13,Approved,7,4.18,,75141,,Male,100.00%,
378272,A1FP3SH704X01V,39GXDJN2OUOG0USYXQX6IOU72ZP8VU,2695,8/5/22 16:31,8/5/22 17:16,Approved,7,3.03,,26119,,Female,100.00%,
378272,A1TGZ063G5UKEC,31N2WW6R9S053002LUX69LJAYI63F4,8383,8/5/22 14:56,8/5/22 17:16,Approved,7,3.52,,62135,,Female,100.00%,
378272,A2XEZPWN1RIYYZ,3BWI6RSP7HJVY51TSVGQ4KAQRKH7E1,2647,8/5/22 16:34,8/5/22 17:19,Approved,7,2.75,,54756,,Female,100.00%,
378272,AI0O5Z0HVHZ28,32SCWG5HIIEGRWCEIZR9SI9YAGYP64,2729,8/5/22 16:34,8/5/22 17:19,Approved,7,3.75,,31565,,Female,100.00%,
378272,A2325LZL2NO9BI,392CY0QWG21AVNLWMG8AMNO8SBPI4S,5201,8/5/22 16:06,8/5/22 17:33,Approved,7,2.56,,62755,,Male,100.00%,
378272,ATUA5M7PLS8W3,3YHH42UU5CPVM0B1OIIL20QNS3B0LG,3734,8/5/22 16:31,8/5/22 17:33,Approved,7,3.57,,11472,,Male,100.00%,
378272,A1GR7QZWVJ1GZQ,3I02618YA1G1T72FEHPC8ONED2MUPH,4810,8/5/22 16:23,8/5/22 17:43,Approved,7,2.36,,16362,,Female,100.00%,
378272,A5CIHEPULDFUF,3JPSL1DZ5T9HBDC4SXVT4Y6P6LZANX,2889,8/5/22 17:03,8/5/22 17:51,Approved,7,2.53,,26927,,Male,100.00%,
378272,A212P9LUF0URRZ,3VA45EW49OX3ZAZGXT2D8MDRS1YO12,3501,8/5/22 17:05,8/5/22 18:03,Approved,7,2.46,,82516,,Female,100.00%,
378272,A196XR61DIW5GU,32RIADZISTEZP1OSRS2OQPUV19R4S6,7716,8/5/22 16:03,8/5/22 18:12,Approved,7,2.32,,78686,,Male,100.00%,
378272,A3NKNOE5HIXXL,37U1UTWH9WWO7NBHO6SWHR54HTZ8RO,8935,8/5/22 15:43,8/5/22 18:12,Approved,7,2.94,,97237,,Female,100.00%,
378272,A2XM2MNPSM2PIY,3SPJ033422DMO5JMT5HHED7F0SEJYT,3472,8/5/22 18:45,8/5/22 19:43,Approved,7,3.21,1.01,61112,,Male,100.00%,
378272,AUZXHSWDT1PYQ,3RJSC4XJ114HKB8GWV2ELBUQ6EW50K,7965,8/5/22 17:45,8/5/22 19:57,Approved,7,4.03,1.01,35816,,,,
378272,A2Q0JW4UWC2SKT,3X65QVEQI1XFGS6H0YB5X1SO1UVCLC,9443,8/5/22 22:21,8/6/22 00:58,Approved,7,5,1.01,46487,,Female,100.00%,
